category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Jan-2026,Rank_Jan-2026,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Columnar,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,NoSQL,Object oriented,RDF,Relational,Search engine,Spatial,Time Series,Vector,Wide column
Relational,"Relational DBMS,Vector DBMS,Document store,Wide column store",OceanBase,https://db-engines.com/en/system/OceanBase,Y,,oceanbase/oceanbase,2.62,100,oceanbase,oceanbase,OceanBase,2010,2024,Y,Commercial license available,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Vector,Vector DBMS,Chroma,https://db-engines.com/en/system/Chroma,Y,,chroma-core/chroma,2.6,101,chroma-core,chroma,Chroma,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,"Key-value store,Wide column store",Google Cloud Bigtable,https://db-engines.com/en/system/Google+Cloud+Bigtable,N,,-,2.58,102,-,-,Google,2015,,N,,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Document,"Document store,Graph DBMS,Key-value store",OrientDB,https://db-engines.com/en/system/OrientDB,Y,,orientechnologies/orientdb,2.58,103,orientechnologies,orientdb,OrientDB LTD; CallidusCloud; SAP,2010,2024,Y,Apache version 2,N,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS,Vector DBMS",SingleStore,https://db-engines.com/en/system/SingleStore,N,,-,2.58,104,-,-,SingleStore Inc.,2013,2024,N,free developer edition available,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
RDF,RDF store,Apache Jena - TDB,https://db-engines.com/en/system/Apache+Jena+-+TDB,Y,N,apache/jena,2.57,105,apache,jena,Apache Software Foundation,2000,2023,Y,"Apache License, Version 2.0",N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,IBM Cloudant,https://db-engines.com/en/system/IBM+Cloudant,N,,-,2.53,106,-,-,"IBM, Apache Software Foundation",2010,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store",GraphDB,https://db-engines.com/en/system/GraphDB,N,,-,2.47,107,-,-,"Ontotext, trading as Graphwise",2000,2025,N,Some plugins of GraphDB Workbench are open sourced,N,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store",Amazon Neptune,https://db-engines.com/en/system/Amazon+Neptune,N,,-,2.43,108,-,-,Amazon,2017,,N,,Y,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Wide column,Wide column store,Apache Accumulo,https://db-engines.com/en/system/Apache+Accumulo,,,,2.42,109,,,,2008,2022,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Relational,Relational DBMS,SAP IQ,https://db-engines.com/en/system/SAP+IQ,N,,-,2.4,110,-,-,"SAP, formerly Sybase",1994,2019,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Graph DBMS,Spatial DBMS,Time Series DBMS",RavenDB,https://db-engines.com/en/system/RavenDB,Y,,ravendb/ravendb,2.38,111,ravendb,ravendb,Hibernating Rhinos,2010,2022,Y,"AGPL version 3, commercial license available",N,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Graph,Graph DBMS,NebulaGraph,https://db-engines.com/en/system/NebulaGraph,Y_archivedas_nebula-graph,Y,vesoft-inc/nebula,2.35,112,vesoft-inc,nebula,Vesoft Inc.,2019,,Y,Apache Version 2.0 + Common Clause 1.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Spatial DBMS",RethinkDB,https://db-engines.com/en/system/RethinkDB,Y,,rethinkdb/rethinkdb,2.29,113,rethinkdb,rethinkdb,The Linux Foundation,2009,2020,Y,Apache Version 2,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Key-value,Key-value store,Valkey,https://db-engines.com/en/system/Valkey,,,,2.27,114,,,,2024,2024,Y,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store",Citus,https://db-engines.com/en/system/Citus,Y,,citusdata/citus,2.23,115,citusdata,citus,,2010,2018,Y,"AGPL, commercial license also available",N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Apache Phoenix,https://db-engines.com/en/system/Apache+Phoenix,Y,N,apache/phoenix,2.16,116,apache,phoenix,Apache Software Foundation,2014,2019,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,"UniData,UniVerse",https://db-engines.com/en/system/UniData%2CUniVerse,N,,-,2.13,117,-,-,Rocket Software,1985,,N,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Wide column store",YugabyteDB,https://db-engines.com/en/system/YugabyteDB,Y,Y,yugabyte/yugabyte-db,2.09,118,yugabyte,yugabyte-db,Yugabyte Inc.,2017,2024,Y,Apache 2.0,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Document,"Document store,Key-value store,Object oriented DBMS,Relational DBMS",InterSystems IRIS,https://db-engines.com/en/system/InterSystems+IRIS,N,,-,2.08,119,-,-,InterSystems,2018,2023,N,,N,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Relational,Relational DBMS,4D,https://db-engines.com/en/system/4D,N,,-,2.07,120,-,-,"4D, Inc",1984,2023,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,Memgraph,https://db-engines.com/en/system/Memgraph,Y,,memgraph/memgraph,2.03,121,memgraph,memgraph,Memgraph Ltd,2017,,Y,BSL 1.1; commercial license for enterprise edition available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Percona Server for MySQL,https://db-engines.com/en/system/Percona+Server+for+MySQL,Y_replacementfor_MySQL,N,percona/percona-server,2.0,122,percona,percona-server,Percona,2008,2024,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,VictoriaMetrics,https://db-engines.com/en/system/VictoriaMetrics,Y,,VictoriaMetrics/VictoriaMetrics,1.98,123,VictoriaMetrics,VictoriaMetrics,VictoriaMetrics,2018,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Document,Document store,CloudKit,https://db-engines.com/en/system/CloudKit,Y,,jcrosby/cloudkit,1.98,124,jcrosby,cloudkit,,2016,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,LMDB,https://db-engines.com/en/system/LMDB,Y,,LMDB/lmdb,1.96,125,LMDB,lmdb,Symas,2011,2024,Y,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",PlanetScale,https://db-engines.com/en/system/PlanetScale,N,,-,1.94,126,-,-,PlanetScale,2020,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Key-value,Key-value store,Infinispan,https://db-engines.com/en/system/Infinispan,Y,,infinispan/infinispan,1.93,127,infinispan,infinispan,,2009,2023,Y,Apache Version 2,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,LevelDB,https://db-engines.com/en/system/LevelDB,Y,,google/leveldb,1.9,128,google,leveldb,Google,2011,2021,Y,BSD,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,Amazon DocumentDB,https://db-engines.com/en/system/Amazon+DocumentDB,N,,-,1.89,129,-,-,,2019,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,MaxDB,https://db-engines.com/en/system/MaxDB,N,,-,1.89,130,-,-,"SAP, acquired from Software AG (Adabas-D) in 1997",1984,2024,N,Limited community edition free,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,PouchDB,https://db-engines.com/en/system/PouchDB,Y,N,pouchdb/pouchdb,1.89,131,pouchdb,pouchdb,Apache Software Foundation,2012,2019,Y,,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",Apache Drill,https://db-engines.com/en/system/Apache+Drill,Y,N,apache/drill,1.89,132,apache,drill,Apache Software Foundation,2012,2023,Y,Apache Version 2,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,JanusGraph,https://db-engines.com/en/system/JanusGraph,Y,,JanusGraph/janusgraph,1.88,133,JanusGraph,janusgraph,"Linux Foundation; originally developed as,Titan,by Aurelius",2017,2023,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Amazon CloudSearch,https://db-engines.com/en/system/Amazon+CloudSearch,N,,-,1.87,134,-,-,Amazon,2012,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,GBase,https://db-engines.com/en/system/GBase,N,,-,1.83,135,-,-,"General Data Technology Co., Ltd.",2004,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Apache IoTDB,https://db-engines.com/en/system/Apache+IoTDB,Y,N,apache/iotdb,1.81,136,apache,iotdb,Apache Software Foundation,2018,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",EDB Postgres,https://db-engines.com/en/system/EDB+Postgres,N,,-,1.78,137,-,-,EnterpriseDB,2005,2021,N,BSD for PostgreSQL-components,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",TDengine,https://db-engines.com/en/system/TDengine,Y,,taosdata/TDengine,1.77,138,taosdata,TDengine,"TDEngine, previously Taos Data",2019,2022,Y,"AGPL V3, also commercial editions available",N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Graph,"Graph DBMS,RDF store",Stardog,https://db-engines.com/en/system/Stardog,N,,-,1.76,139,-,-,Stardog-Union,2010,2020,N,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,N,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Key-value,Key-value store,Oracle Coherence,https://db-engines.com/en/system/Oracle+Coherence,Y_CommunityEdition,,oracle/coherence,1.75,140,oracle,coherence,Oracle,2007,2023,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spatial,"Spatial DBMS,Relational DBMS",SpatiaLite,https://db-engines.com/en/system/SpatiaLite,Y,,illarionov/SpatiaLite,1.74,141,illarionov,SpatiaLite,Alessandro Furieri,2008,2020,Y,"MPL 1.1, GPL v2.0 or LGPL v2.1",N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Graph,Graph DBMS,TigerGraph,https://db-engines.com/en/system/TigerGraph,N,,-,1.72,142,-,-,,2017,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,StarRocks,https://db-engines.com/en/system/StarRocks,Y,,StarRocks/StarRocks,1.66,143,StarRocks,StarRocks,The Linux Foundation,2020,2024,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,"Key-value store,Native XML DBMS",Oracle Berkeley DB,https://db-engines.com/en/system/Oracle+Berkeley+DB,Y,,berkeleydb/libdb,1.65,144,berkeleydb,libdb,Oracle,1994,2020,Y,commercial license available,N,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Time Series,"Time Series DBMS,Key-value store,Relational DBMS",GridDB,https://db-engines.com/en/system/GridDB,Y,,griddb/griddb,1.64,145,griddb,griddb,Toshiba Corporation,2013,2022,Y,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",N,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Key-value,Key-value store,Amazon SimpleDB,https://db-engines.com/en/system/Amazon+SimpleDB,N,,-,1.62,146,-,-,Amazon,2007,,N,,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,RRDtool,https://db-engines.com/en/system/RRDtool,Y,,oetiker/rrdtool-1.x,1.61,147,oetiker,rrdtool-1.x,Tobias Oetiker,1999,2022,Y,GPL V2 and FLOSS,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,EXASOL,https://db-engines.com/en/system/EXASOL,N,,-,1.61,148,-,-,Exasol,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Datomic,https://db-engines.com/en/system/Datomic,N,,-,1.57,149,-,-,Cognitect,2012,2024,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,"Search engine,Vector DBMS",Meilisearch,https://db-engines.com/en/system/Meilisearch,Y,,meilisearch/meilisearch,1.53,150,meilisearch,meilisearch,,2020,,Y,MIT License,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Native XML,Native XML DBMS,BaseX,https://db-engines.com/en/system/BaseX,Y,,BaseXdb/basex,1.52,151,BaseXdb,basex,BaseX GmbH,2007,2024,Y,BSD license,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,OpenTSDB,https://db-engines.com/en/system/OpenTSDB,Y,,OpenTSDB/opentsdb,1.51,152,OpenTSDB,opentsdb,currently maintained by Yahoo and other contributors,2011,,Y,LGPL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",MonetDB,https://db-engines.com/en/system/MonetDB,Y,,MonetDB/MonetDB,1.5,153,MonetDB,MonetDB,MonetDB BV,2004,2023,Y,Mozilla Public License 2.0,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,HFSQL,https://db-engines.com/en/system/HFSQL,N,,-,1.47,154,-,-,PC Soft,,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Navigational,Navigational DBMS,IMS,https://db-engines.com/en/system/IMS,N,,-,1.45,155,-,-,IBM,1966,2025,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Document,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS",Fauna,https://db-engines.com/en/system/Fauna,N,,-,1.44,156,-,-,"Fauna, Inc.",2014,,N,,Y,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Vitess,https://db-engines.com/en/system/Vitess,Y,,vitessio/vitess,1.39,157,vitessio,vitess,"The Linux Foundation, PlanetScale",2013,2022,Y,"Apache Version 2.0, commercial licenses available",N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Multivalue,Multivalue DBMS,jBASE,https://db-engines.com/en/system/jBASE,N,,-,1.38,158,-,-,Rocket Software (formerly Zumasys),1991,,N,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Key-value store,Relational DBMS,Spatial DBMS",Tarantool,https://db-engines.com/en/system/Tarantool,Y,,tarantool/tarantool,1.37,159,tarantool,tarantool,VK,2008,2022,Y,"BSD-2, source-available extensions (modules), commercial licenses for Tarantool Enterprise",N,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Columnar,"Columnar,Key-value store,Object oriented DBMS,Relational DBMS",GridGain,https://db-engines.com/en/system/GridGain,Y_CommunityEdition,,gridgain/gridgain,1.36,160,gridgain,gridgain,"GridGain Systems, Inc.",2007,,"commercial, open source",,N,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Document,"Document store,Graph DBMS",SurrealDB,https://db-engines.com/en/system/SurrealDB,Y,,surrealdb/surrealdb,1.35,161,surrealdb,surrealdb,SurrealDB Ltd,2022,2024,Y,,N,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Geode,https://db-engines.com/en/system/Geode,Y,,apache/geode,1.34,162,apache,geode,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,2002,2017,Y,Apache Version 2; commercial licenses available as Gemfire,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Graph,Graph DBMS,Dgraph,https://db-engines.com/en/system/Dgraph,Y,Y,dgraph-io/dgraph,1.28,163,dgraph-io,dgraph,"Dgraph Labs, Inc.",2016,,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Actian NoSQL Database,https://db-engines.com/en/system/Actian+NoSQL+Database,N,,-,1.27,164,-,-,Actian,1988,2017,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,N,,-,1.27,165,-,-,,2018,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,Empress,https://db-engines.com/en/system/Empress,N,,-,1.27,166,-,-,,1981,2010,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,IBM Db2 warehouse,https://db-engines.com/en/system/IBM+Db2+warehouse,N,,-,1.27,167,-,-,IBM,2014,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,VoltDB,https://db-engines.com/en/system/VoltDB,Y,Y,VoltDB/voltdb,1.26,168,VoltDB,voltdb,VoltDB Inc.,2010,2022,Y,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Tibero,https://db-engines.com/en/system/Tibero,N,,-,1.24,169,-,-,TmaxTibero,2003,2022,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Relational DBMS,Search engine",Rockset,https://db-engines.com/en/system/Rockset,N,,-,1.24,170,-,-,Rockset,2019,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Multivalue,Multivalue DBMS,D3,https://db-engines.com/en/system/D3,N,,-,1.21,171,-,-,"Rocket, formerly TigerLogic",1999,,N,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Db4o,https://db-engines.com/en/system/Db4o,Y,,iboxdb/db4o-gpl,1.2,172,iboxdb,db4o-gpl,,2001,,Y,commercial license available for existing customers only,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Document,Document store,Mnesia,https://db-engines.com/en/system/Mnesia,Y,,beardedeagle/mnesiac,1.2,173,beardedeagle,mnesiac,Ericsson,1999,2018,Y,proprietary license,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS",HEAVY.AI,https://db-engines.com/en/system/HEAVY.AI,Y,Y,heavyai/heavydb,1.2,174,heavyai,heavydb,"HEAVY.AI, Inc.",2016,2022,Y,Apache Version 2; enterprise edition available,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",openGauss,https://db-engines.com/en/system/openGauss,Y,,opengauss-mirror/openGauss-server,1.19,175,opengauss-mirror,openGauss-server,Huawei and openGauss community,2019,2022,Y,,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Object oriented,"Object oriented DBMS,Vector DBMS,Time Series DBMS",ObjectBox,https://db-engines.com/en/system/ObjectBox,Y,,objectbox/objectbox-java,1.19,176,objectbox,objectbox-java,ObjectBox Limited,2017,2024,bindings are released under apache 2.0,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Relational,Relational DBMS,Apache Kylin,https://db-engines.com/en/system/Apache+Kylin,Y,Y,apache/kylin,1.19,177,apache,kylin,"Apache Software Foundation, originally contributed from eBay Inc",2015,2020,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,ObjectStore,https://db-engines.com/en/system/ObjectStore,N,,-,1.18,178,-,-,Ignite Technologies,1988,2014,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Event,"Event Store,Document store,Time Series DBMS",KurrentDB (aka EventStoreDB),https://db-engines.com/en/system/KurrentDB+%28aka+EventStoreDB%29,,,,1.17,179,,,"Kurrent, Inc. (aka EventStoreDB)",2012,2025,source available,,N,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,SQLBase,https://db-engines.com/en/system/SQLBase,N,,-,1.14,180,-,-,Open Text,1985,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",TDSQL for MySQL,https://db-engines.com/en/system/TDSQL+for+MySQL,N,,-,1.14,181,-,-,Tencent,2013,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Document,Document store,LiteDB,https://db-engines.com/en/system/LiteDB,Y,,mbdavid/LiteDB,1.14,182,mbdavid,LiteDB,Mauricio David,2014,,Y,MIT License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,1.12,183,typesense,typesense,,2015,,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,Datameer,https://db-engines.com/en/system/Datameer,N,,-,1.12,184,-,-,,2009,,N,,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,TimesTen,https://db-engines.com/en/system/TimesTen,N,,-,1.11,185,-,-,Oracle,1998,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,Giraph,https://db-engines.com/en/system/Giraph,Y,,apache/giraph,1.1,186,apache,giraph,,2013,2020,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wide column,Wide column store,Amazon Keyspaces,https://db-engines.com/en/system/Amazon+Keyspaces,N,,-,1.1,187,-,-,Amazon,2019,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Relational,Relational DBMS,NonStop SQL,https://db-engines.com/en/system/NonStop+SQL,N,,-,1.04,188,-,-,"HP, originally by Tandem",1987,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,N,,-,1.03,189,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,"Search engine,Vector DBMS",Vespa,https://db-engines.com/en/system/Vespa,Y,,vespa-engine/vespa,1.0,190,vespa-engine,vespa,Yahoo,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Relational,Relational DBMS,Oracle Rdb,https://db-engines.com/en/system/Oracle+Rdb,N,,-,0.98,191,-,-,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984,2021,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,mSQL,https://db-engines.com/en/system/mSQL,N,,-,0.98,192,-,-,Hughes Technologies,1994,2021,N,free licenses can be provided,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Apache HAWQ,https://db-engines.com/en/system/Apache+HAWQ,Y,,apache/hawq,0.96,193,apache,hawq,Pivotal Software; Apache,2012,,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,GT.M,https://db-engines.com/en/system/GT.M,N,,-,0.94,194,-,-,,1986,2021,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Firebolt,https://db-engines.com/en/system/Firebolt,Y,,firebolt-db/firebolt-python-sdk,0.91,195,firebolt-db,firebolt-python-sdk,Firebolt Analytics Inc.,2020,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Object oriented DBMS,Graph DBMS,Search engine",GigaSpaces,https://db-engines.com/en/system/GigaSpaces,N_Image_Gigaspaces/docker,Y,-,0.91,196,-,-,Gigaspaces Technologies,2000,2020,Y,Apache Version 2; Commercial licenses available,N,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Document,"Document store,Key-value store,Relational DBMS",FoundationDB,https://db-engines.com/en/system/FoundationDB,Y,,apple/foundationdb,0.91,197,apple,foundationdb,FoundationDB,2013,2020,Y,Apache 2.0,N,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,DataEase,https://db-engines.com/en/system/DataEase,N,,-,0.91,198,-,-,,1981,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,"Key-value store,Document store,Search engine",NCache,https://db-engines.com/en/system/NCache,Y,,Alachisoft/NCache,0.89,199,Alachisoft,NCache,Alachisoft,2005,2024,Y,Enterprise Edition available,N,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,M3DB,https://db-engines.com/en/system/M3DB,Y,,m3db/m3,0.88,200,m3db,m3,,,,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,Cubrid,https://db-engines.com/en/system/Cubrid,Y,,CUBRID/cubrid,0.86,201,CUBRID,cubrid,"CUBRID Corporation, CUBRID Foundation",2008,2025,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store",Alibaba Cloud AnalyticDB for MySQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,N,,-,0.84,202,-,-,Alibaba,,,N,,Y,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spatial,Spatial DBMS,Apache Sedona,https://db-engines.com/en/system/Apache+Sedona,Y,,apache/sedona,0.83,203,apache,sedona,Apache Software Foundation and contributors,2020,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Relational,"Relational DBMS,Document store",Dolt,https://db-engines.com/en/system/Dolt,Y,Y,dolthub/dolt,0.82,204,dolthub,dolt,DoltHub Inc,2018,,Y,Apache Version 2.0,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
