category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Nov-2023,Rank_Nov-2023,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Vector,Wide column
Graph,"Graph DBMS,Relational DBMS",TypeDB,https://db-engines.com/en/system/TypeDB,Y,,vaticle/typedb,1.05,212,vaticle,typedb,Vaticle,2016,2023,Y,"GPL Version 3, commercial licenses available",N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Altibase,https://db-engines.com/en/system/Altibase,Y,,ALTIBASE/altibase,1.04,213,ALTIBASE,altibase,Altibase,1999,2021,N,Open source edition discontinued with March 2023,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,N,,-,1.0,214,-,-,,2018,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Object oriented,Object oriented DBMS,ObjectDB,https://db-engines.com/en/system/ObjectDB,N,,-,0.99,215,-,-,,2010,2023,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store",Blazegraph,https://db-engines.com/en/system/Blazegraph,Y,,blazegraph/database,0.99,216,blazegraph,database,Blazegraph,2006,2019,Y,extended commercial license available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Wide column,Wide column store,Amazon Keyspaces,https://db-engines.com/en/system/Amazon+Keyspaces,N,,-,0.98,217,-,-,Amazon,2019,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Relational,"Relational DBMS,Document store,Spatial DBMS",TDSQL for MySQL,https://db-engines.com/en/system/TDSQL+for+MySQL,N,,-,0.97,218,-,-,Tencent,2013,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Navigational,Navigational DBMS,IDMS,https://db-engines.com/en/system/IDMS,N,,-,0.97,219,-,-,,1973,,N,,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RDF,RDF store,RDF4J,https://db-engines.com/en/system/RDF4J,Y,Y,eclipse/rdf4j,0.97,220,eclipse,rdf4j,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004,,Y,"Eclipse Distribution License (EDL), v1.0.",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spatial DBMS,Spatial DBMS,GeoMesa,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,0.95,221,geomesa,geomesa-geoserver,CCRi and others,2014,2023,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Native XML,Native XML DBMS,eXist-db,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,0.94,222,eXist-db,exist,,2000,,Y,L-GPL,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,WebSphere eXtreme Scale,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,N,,-,0.94,223,-,-,,2009,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS,Search engine",Rockset,https://db-engines.com/en/system/Rockset,N,,-,0.93,224,-,-,Rockset,2019,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Relational,Relational DBMS,Yellowbrick,https://db-engines.com/en/system/Yellowbrick,N,,-,0.93,225,-,-,Yellowbrick Data,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,SQream DB,https://db-engines.com/en/system/SQream+DB,N,,-,0.93,226,-,-,SQream Technologies,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Datacom/DB,https://db-engines.com/en/system/Datacom%2FDB,N,,-,0.92,227,-,-,Broadcom (formerly CA),1972,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,0.92,228,typesense,typesense,,2015,,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,MapDB,https://db-engines.com/en/system/MapDB,Y,,jankotek/mapdb,0.92,229,jankotek,mapdb,,2002,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Objectivity/DB,https://db-engines.com/en/system/Objectivity%2FDB,N,,-,0.92,230,-,-,,1990,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Document,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS",CrateDB,https://db-engines.com/en/system/CrateDB,Y,,crate/crate,0.9,231,crate,crate,Crate,2013,,Y,,N,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Relational,"Relational DBMS,Time Series DBMS",eXtremeDB,https://db-engines.com/en/system/eXtremeDB,N,,-,0.88,232,-,-,McObject,2001,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Multivalue,Multivalue DBMS,SciDB,https://db-engines.com/en/system/SciDB,Y,,cran/scidb,0.86,233,cran,scidb,Paradigm4,2008,,Y,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",AlaSQL,https://db-engines.com/en/system/AlaSQL,Y,,AlaSQL/alasql,0.83,234,AlaSQL,alasql,Andrey Gershun & Mathias R. Wulff,2014,,Y,MIT-License,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,KairosDB,https://db-engines.com/en/system/KairosDB,Y,,kairosdb/kairosdb,0.82,235,kairosdb,kairosdb,,2013,2018,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,"Relational DBMS,Spatial DBMS,Time Series DBMS",Kinetica,https://db-engines.com/en/system/Kinetica,N,,-,0.81,236,-,-,Kinetica,2012,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Relational,Relational DBMS,Alibaba Cloud MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,N,,-,0.81,237,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,KeyDB,https://db-engines.com/en/system/KeyDB,Y,,Snapchat/KeyDB,0.81,238,Snapchat,KeyDB,EQ Alpha Technology Ltd.,2019,,Y,BSD-3,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,OpenInsight,https://db-engines.com/en/system/OpenInsight,N,,-,0.8,239,-,-,,1992,2018,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store",Alibaba Cloud AnalyticDB for MySQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,N,,-,0.8,240,-,-,Alibaba,,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,N,,-,0.79,241,-,-,,1986,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vector,Vector DBMS,Vald,https://db-engines.com/en/system/Vald,Y,,vdaas/vald,0.78,242,vdaas,vald,,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,Apache Doris,https://db-engines.com/en/system/Apache+Doris,Y,Y,apache/doris,0.78,243,apache,doris,"Apache Software Foundation, originally contributed from Baidu",2017,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,ScaleArc,https://db-engines.com/en/system/ScaleArc,N,,-,0.77,244,-,-,"DevFactory, formerly Ignite",2009,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,RisingWave,https://db-engines.com/en/system/RisingWave,,,,0.77,245,,,RisingWave Labs,2022,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,FrontBase,https://db-engines.com/en/system/FrontBase,N,,-,0.77,246,-,-,,1993,2015,N,free licenses,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Postgres-XL,https://db-engines.com/en/system/Postgres-XL,Y,,Postgres-XL/Postgres-XL,0.76,247,Postgres-XL,Postgres-XL,,2014,2018,Y,Mozilla public license,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,Apache Pinot,https://db-engines.com/en/system/Apache+Pinot,Y,N,apache/pinot,0.74,248,apache,pinot,Apache Software Foundation and contributors,2015,2022,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Heroic,https://db-engines.com/en/system/Heroic,Y_archivedas_spotify/heroic,N,spotify/heroic,0.73,249,spotify,heroic,Spotify,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,VistaDB,https://db-engines.com/en/system/VistaDB,N,,-,0.71,250,-,-,Gibraltar Software,2008,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Scalaris,https://db-engines.com/en/system/Scalaris,Y,N,scalaris-team/scalaris,0.71,251,scalaris-team,scalaris,,2010,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,NexusDB,https://db-engines.com/en/system/NexusDB,N,,-,0.7,252,-,-,,2003,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,Percona Server for MongoDB,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Y_replacementfor_MongoDB,N,percona/percona-server-mongodb,0.69,253,percona,percona-server-mongodb,Percona,2015,2017,Y,GPL Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,Key-value store",Graph Engine,https://db-engines.com/en/system/Graph+Engine,Y,,microsoft/GraphEngine,0.68,254,microsoft,GraphEngine,Microsoft,2010,,Y,MIT License,N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,BoltDB,https://db-engines.com/en/system/BoltDB,Y_archivedas_boltdb/bolt,N,boltdb/bolt,0.66,255,boltdb,bolt,,2013,,Y,MIT License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,atoti,https://db-engines.com/en/system/atoti,Y_IssueTracking,,atoti/atoti,0.66,256,atoti,atoti,ActiveViam,,,N,free versions available,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Search engine,"Search engine,Vector DBMS",Vespa,https://db-engines.com/en/system/Vespa,Y,,vespa-engine/vespa,0.64,257,vespa-engine,vespa,Yahoo,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Document,Document store,LokiJS,https://db-engines.com/en/system/LokiJS,Y,,techfort/LokiJS,0.64,258,techfort,LokiJS,,2014,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,N,,-,0.62,259,-,-,Raima Inc.,1984,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,Relational DBMS,Databend,https://db-engines.com/en/system/Databend,Y,,datafuselabs/databend,0.61,260,datafuselabs,databend,Databend Labs,2021,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,R:BASE,https://db-engines.com/en/system/R%3ABASE,N,,-,0.6,261,-,-,,1981,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,Redland,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.6,262,dajobe,librdf,,2000,,Y,"Multi License (LGPL, GPLv2, Apache V2)",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,HarperDB,https://db-engines.com/en/system/HarperDB,N,,-,0.59,263,-,-,HarperDB,2017,2021,N,free community edition available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Splice Machine,https://db-engines.com/en/system/Splice+Machine,Y,,splicemachine/spliceengine,0.58,264,splicemachine,spliceengine,Splice Machine,2014,2021,Y,"AGPL 3.0, commercial license available",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud AnalyticDB for PostgreSQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,N,,-,0.57,265,-,-,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Content,Content stores,ModeShape,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,0.57,266,ModeShape,modeshape,,2010,,Y,Apache Version 2,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,Strabon,https://db-engines.com/en/system/Strabon,Y,,esarbanis/strabon,0.56,267,esarbanis,strabon,,2011,,Y,Mozilla public license,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Jade,https://db-engines.com/en/system/Jade,N,,-,0.56,268,-,-,,1996,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",Sequoiadb,https://db-engines.com/en/system/Sequoiadb,Y,,SequoiaDB/SequoiaDB,0.55,269,SequoiaDB,SequoiaDB,Sequoiadb Ltd.,2013,,Y,Server: AGPL; Client: Apache V2,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,CnosDB,https://db-engines.com/en/system/CnosDB,Y,,cnosdb/cnosdb,0.54,270,cnosdb,cnosdb,,2022,2023,Y,AGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Time Series,"Time Series DBMS,Relational DBMS",ITTIA,https://db-engines.com/en/system/ITTIA,N,,-,0.54,271,-,-,ITTIA L.L.C.,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Key-value,Key-value store,Elliptics,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.53,272,reverbrain,elliptics,,2009,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide column,"Wide column store,Search engine",Elassandra,https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,0.52,273,strapdata,elassandra,,,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Multivalue,Multivalue DBMS,Rasdaman,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,0.52,274,dioptre,rasdaman,,1998,2019,Y,extended commercial license available,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Kingbase,https://db-engines.com/en/system/Kingbase,N,,-,0.52,275,-,-,BeiJing KINGBASE Information technologies inc.,1999,2021,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Search engine,Search engine,SearchBlox,https://db-engines.com/en/system/SearchBlox,N,,-,0.51,276,-,-,,2003,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,N,,-,0.48,277,-,-,,2010,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,4store,https://db-engines.com/en/system/4store,Y,,4store/4store,0.48,278,4store,4store,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud ApsaraDB for PolarDB,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,N,,-,0.48,279,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,Starcounter,https://db-engines.com/en/system/Starcounter,N,,-,0.47,280,-,-,,2006,2018,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Axibase,https://db-engines.com/en/system/Axibase,N,,-,0.47,281,-,-,Axibase Corporation,2013,1558,N,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Search engine,Search engine,Alibaba Cloud Log Service,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,N,,-,0.46,282,-,-,AlibabaCloud Inc.,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Kyligence Enterprise,https://db-engines.com/en/system/Kyligence+Enterprise,N,,-,0.45,283,-,-,"Kyligence, Inc.",2016,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,FeatureBase,https://db-engines.com/en/system/FeatureBase,Y_CommunityEdition,,featurebasedb/featurebase,0.45,284,featurebasedb,featurebase,Molecula and Pilosa Open Source Contributors,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Lovefield,https://db-engines.com/en/system/Lovefield,Y,,google/lovefield,0.44,285,google,lovefield,Google,2014,2017,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Project Voldemort,https://db-engines.com/en/system/Project+Voldemort,Y,,voldemort/voldemort,0.44,286,voldemort,voldemort,,2009,2017,Y,Apache version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Brytlyt,https://db-engines.com/en/system/Brytlyt,N,,-,0.43,287,-,-,Brytlyt,2016,2023,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Machbase Neo,https://db-engines.com/en/system/Machbase+Neo,,,,0.43,288,,,Machbase,2013,2023,N,free test version available,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Object oriented,Object oriented DBMS,Actian FastObjects,https://db-engines.com/en/system/Actian+FastObjects,N,,-,0.43,289,-,-,Actian,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,OpenQM,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.43,290,gregjurman,openqm,"Rocket Software, originally Martin Phillips",1993,,Y,"GPLv2, extended commercial license available",N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store,Relational DBMS",RDFox,https://db-engines.com/en/system/RDFox,N,,-,0.42,291,-,-,Oxford Semantic Technologies,2017,2022,N,,N,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Graph,"Graph DBMS,RDF store",AnzoGraph DB,https://db-engines.com/en/system/AnzoGraph+DB,N,,-,0.42,292,-,-,Cambridge Semantics,2018,2021,N,free trial version available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Graph,Graph DBMS,Fluree,https://db-engines.com/en/system/Fluree,Y,,fluree/db,0.42,293,fluree,db,"Fluree, PBC",2018,,Y,open-sourced in October 2020,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Immudb,https://db-engines.com/en/system/Immudb,Y,,codenotary/immudb,0.42,294,codenotary,immudb,Codenotary,2020,2022,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,N,,-,0.41,295,-,-,,1977,2023,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Relational DBMS",YDB,https://db-engines.com/en/system/YDB,Y,N,ydb-platform/ydb,0.41,296,ydb-platform,ydb,Yandex,2019,,Y,Apache 2.0; commercial license available,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,RedStore,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.4,297,njh,redstore,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Graph,Graph DBMS,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.4,298,hypergraphdb,hypergraphdb,,2007,,Y,L-GPL,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Marqo,https://db-engines.com/en/system/Marqo,Y,,marqo-ai/marqo,0.39,299,marqo-ai,marqo,,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,EJDB,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.38,300,Softmotions,ejdb,Softmotions,2012,,Y,GPLv2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Tajo,https://db-engines.com/en/system/Tajo,Y_archivedas_apache/tajo,N,apache/tajo,0.37,301,apache,tajo,Apache Software Foundation,2012,,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vector,Vector DBMS,Deep Lake,https://db-engines.com/en/system/Deep+Lake,Y,,activeloopai/deeplake,0.36,302,activeloopai,deeplake,Activeloop,,,Y,MPL-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,AntDB,https://db-engines.com/en/system/AntDB,Y,,ADBSQL/AntDB,0.35,303,ADBSQL,AntDB,AsiaInfo Technologies Limited,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",LeanXcale,https://db-engines.com/en/system/LeanXcale,N,,-,0.35,304,-,-,LeanXcale,2015,,N,,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,Mulgara,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.35,305,quoll,mulgara,,2006,2012,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Enterprise Postgres,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,-,0.34,306,-,-,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,2022,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Graph,Graph DBMS,FlockDB,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.33,307,twitter-archive,flockdb,Twitter,2010,2012,Y,Apache Version 2,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,STSdb,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.33,308,STSSoft,STSdb4,STS Soft SC,2011,2015,Y,"GPLv2, commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,PieCloudDB,https://db-engines.com/en/system/PieCloudDB,N,,-,0.33,309,-,-,OpenPie,,2023,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Transbase,https://db-engines.com/en/system/Transbase,N,,-,0.33,310,-,-,Transaction Software GmbH,1987,2022,N,free development license,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,ElevateDB,https://db-engines.com/en/system/ElevateDB,N,,-,0.32,311,-,-,"Elevate Software, Inc.",2006,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Riak TS,https://db-engines.com/en/system/Riak+TS,N,,-,0.31,312,-,-,"Open Source, formerly Basho Technologies",2015,2022,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Key-value,Key-value store,Cloudflare Workers KV,https://db-engines.com/en/system/Cloudflare+Workers+KV,N,,-,0.31,313,-,-,Cloudflare,2018,,N,,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Faircom DB,https://db-engines.com/en/system/Faircom+DB,N,,-,0.3,314,-,-,FairCom Corporation,1979,2020,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Event,Event Store,NEventStore,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.3,315,NEventStore,NEventStore,,2011,,Y,MIT-License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Comdb2,https://db-engines.com/en/system/Comdb2,Y,,bloomberg/comdb2,0.3,316,bloomberg,comdb2,Bloomberg Finance L.P.,2004,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",YottaDB,https://db-engines.com/en/system/YottaDB,,,,0.3,317,,,"YottaDB, LLC",2001,,Y,AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Quasardb,https://db-engines.com/en/system/Quasardb,N,,-,0.29,318,-,-,quasardb,2009,2022,N,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Key-value,Key-value store,Speedb,https://db-engines.com/en/system/Speedb,Y,,speedb-io/speedb,0.29,319,speedb-io,speedb,Speedb,2020,,Y,Apache Version 2.0; commercial license available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,EsgynDB,https://db-engines.com/en/system/EsgynDB,N,,-,0.29,320,-,-,Esgyn,2015,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Tibco ComputeDB,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.28,321,-,-,Tibco,2015,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,HugeGraph,https://db-engines.com/en/system/HugeGraph,Y,Y,apache/incubator-hugegraph,0.27,322,apache,incubator-hugegraph,Baidu,2018,,Y,Apache Version 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Valentina Server,https://db-engines.com/en/system/Valentina+Server,N,,-,0.27,323,-,-,Paradigma Software,1999,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,PipelineDB,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.27,324,pipelinedb,pipelinedb,,2015,,Y,"BSD, GPL V3",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS",Bangdb,https://db-engines.com/en/system/Bangdb,Y,,sachin-sinha/BangDB,0.27,325,sachin-sinha,BangDB,"Sachin Sinha, BangDB",2012,2021,Y,BSD 3,N,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
